0.372774137,0.040506569,5.713387162,67.47071128
2.824771677,-3.338480261,46.75893017,48979.36535
-2.415228062,6.718674298,24.07190896,6413.179211
0.330627201,-2.793401654,43.58421981,39536.0882
1.822140512,-9.717048312,270.9446738,9872020.08
-0.896720542,7.789441675,53.36301629,73188.09176
-1.811176575,10.03825187,111.734963,685115.4315
1.528370575,-9.702956397,270.5163948,9825170.517
3.435027246,3.049998793,-12.92182752,-1260.672552
0.783667576,-7.07354048,164.5966911,2202704.659
-0.916505678,7.466353639,43.16928223,38402.24824
0.029022604,-0.489840063,7.260306543,140.7505208
-1.427366962,9.82895552,109.1086273,637655.3411
0.263621879,-2.279013288,33.09430832,17058.50941
-0.671082132,6.101313024,24.86301915,7090.809435
0.181200642,-1.897796934,28.43059712,10706.63458
3.316272373,1.721793355,-7.331471843,-257.5854189
1.945062152,-9.613556198,271.130687,9892418.026
-2.249484712,7.599303644,41.28853981,33519.21297
0.65637379,-6.12108517,124.1935799,942470.3208
-3.873026764,-6.504741534,141.1307747,1385734.191
0.181773345,-1.568158666,17.46286876,2373.294008
1.692949632,-9.99223972,287.4837992,11797471.58
-2.688119313,4.568055722,0.004019736,3.313832736
0.425456715,-4.0781566,70.97961861,173827.1091
-0.522935519,5.105887562,11.79674763,689.1897307
-3.776792967,-6.077636475,131.7370349,1125903.063
1.001373884,-8.372553292,217.0846738,5068217.733
0.362285315,-3.112887521,53.05152304,71893.68207
-1.360115225,9.648785635,99.68931284,485512.0252
-0.516065085,4.8321672,11.35306449,617.2376982
-2.579394497,5.29373257,13.6838793,1103.139436
1.439265933,-9.917268921,284.1276883,11388164.49
-1.032733394,8.314027965,61.95639761,115138.7198
-0.229516638,2.481219963,-3.184258489,-33.09804493
2.134646302,-8.204592689,211.0383275,4655196.36
-1.252818147,9.586931176,99.06652861,476410.4088
-0.229001287,2.338638237,-10.30570675,-668.0629282
1.880816758,-9.700503487,273.2060411,10121889.39
-1.274817533,9.534065842,93.57431249,401008.9614
-5.244127039,-8.793209864,232.1809794,6204524.922
-0.680706671,6.709690648,34.07311336,18648.04746
1.411537433,-9.700469673,271.7479068,9960295.921
-0.438729689,4.664694634,3.518171323,9.982833979
1.807893423,-9.791799152,279.8546051,10880866.99
0.645656392,-6.008163725,121.1951901,875501.8194
0.125769096,-1.202282294,15.40222372,1604.340194
-0.053455735,0.702451526,7.77776476,181.7511153
-1.001761029,8.257022966,60.57726037,107534.2353
0.081384817,-1.09179144,17.04068173,2199.684247
-1.637629113,10.01709663,111.0873353,673205.8449
1.983963945,-9.363635696,261.4293263,8865653.304
0.793809354,-7.224869193,172.4257852,2533597.494
2.587506968,-5.743724197,117.8426837,804461.6154
0.125425888,-1.089107164,10.5819336,489.0112602
3.207574636,0.765779126,-2.754365544,-24.58921782
3.655518379,5.125075747,4.233424933,20.05198154
-2.816054879,3.17728506,-16.33854821,-2473.588803
-1.936979401,9.115811496,82.09387978,269970.8933
-3.523893315,-3.702940538,61.88333386,114714.0363
-2.837110427,3.146992209,-9.652877492,-554.9114261
-1.436651085,9.949472516,105.2772457,572428.597
-1.195624677,9.424861168,91.47936709,374495.6955
-0.122335806,1.050456497,-7.453919844,-273.6284644
0.096095818,-0.966055701,11.54554965,644.9009695
-1.771445239,9.875289101,109.9326574,652299.6144
-0.034668044,0.504278258,-3.735262184,-49.24140885
