fname,data,method,Shd1,2,3,4,5,6,7,8,9,10,11,Sid1,2,3,4,5,6,7,8,9,10,11,Fs1,2,3,4,5,6,7,8,9,10,11,Mods1,2,3,4,5,6,7,8,9,10,11,Total_models,vars,Time
./data/osc/data1.txt,osc,Continent,1,2,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,0.89,0.8,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,1,2,1,1,1,1,1,1,1,1,1,10,5,2024-02-07 06:03:12.623873
./data/osc/data3.txt,osc,Continent,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,1,1,1,1,1,1,1,1,1,1,1,10,5,2024-02-07 06:04:06.834862
./data/osc/data5.txt,osc,Continent,4,4,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,5,2024-02-07 06:05:09.351319
./data/osc/data7.txt,osc,Continent,3,3,1,3,3,1,3,3,1,1,1,12,12,3,5,5,3,1,1,3,3,3,0.6,0.6,0.91,0.71,0.71,0.91,0.77,0.77,0.91,0.91,0.91,1,1,1,2,2,1,2,2,1,1,1,10,5,2024-02-07 06:06:35.221157
./data/osc/data9.txt,osc,Continent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,10,5,2024-02-07 06:07:36.529219
./data/osc/data11.txt,osc,Continent,3,3,3,3,3,2,2,0,0,0,0,2,2,2,2,2,2,2,0,0,0,0,0.4,0.4,0.4,0.4,0.4,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,5,2024-02-07 06:08:22.747057
./data/osc/data13.txt,osc,Continent,5,3,3,3,3,3,3,3,4,4,4,4,7,7,7,7,7,7,7,7,7,7,0.62,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.6,0.6,0.6,1,1,1,1,1,1,1,1,1,1,1,10,5,2024-02-07 06:09:37.003739
./data/osc/data15.txt,osc,Continent,4,4,4,4,4,4,4,4,4,4,4,3,7,3,3,3,3,3,3,3,3,3,0.5,0.55,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,2,1,1,1,1,1,1,1,1,1,10,5,2024-02-07 06:10:40.210548
./data/osc/data17.txt,osc,Continent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,5,2024-02-07 06:11:48.662315
./data/osc/data19.txt,osc,Continent,2,2,3,3,3,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,0.5,0.5,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,10,5,2024-02-07 06:12:41.833467
./data/osc/data21.txt,osc,Continent,0,2,0,0,0,2,2,2,2,2,2,0,4,0,0,0,4,4,4,4,4,4,1,0.67,1,1,1,0.67,0.67,0.67,0.67,0.67,0.67,1,1,1,1,1,1,1,1,1,1,1,10,5,2024-02-07 06:13:44.199125
