7.528500025372711901e-01,4.474472408061987982e-01,-1.741903459117407627e-01,-1.819956683110865114e+00,8.941188662083570104e-01
-7.247656045572253847e-01,-8.740547252494418329e-01,-4.331459484343779254e-01,-1.337675807545631423e+00,8.947570124417449922e-01
-2.000825340507994543e+00,-1.805046625389404413e+00,-5.324869462774099033e-02,-9.247611889603032376e-01,-1.686219541726147186e-01
-4.609902910319306213e-01,-9.004985199250783445e-01,-9.826444283641114774e-01,-1.443943507150446726e+00,1.577694034204196516e+00
1.114505577379289181e-01,6.518843658873655356e-01,8.894855673688302211e-01,-4.458786672512468630e-01,-1.049987635746536530e+00
4.076694205178578168e-01,9.254884453750314988e-01,7.230426084584460344e-01,-5.208464819164324716e-02,-1.391740252108762954e+00
-1.425230924859554493e+00,-1.061906445258091081e+00,3.139249709865595261e-01,-8.234607253596705201e-01,-3.617096459213371973e-01
6.212731965956492797e-01,1.072234049291973301e+00,1.267913533669443371e+00,-1.288477710059603432e-01,-1.311686751435004794e+00
3.259635287950631843e-01,8.269249750703151491e-01,9.600312425537002037e-01,-6.320347676807066550e-01,-1.110054312555997180e+00
3.108349452840105109e-01,7.851484581269130292e-01,1.114413560221023891e+00,-6.316714975019801503e-01,-1.018145434764062163e+00
-4.521160386157700439e-01,1.172226143905562012e-01,6.275173905927047269e-01,-7.283824788313953968e-01,-1.029562794945435789e+00
3.796486381583161207e-01,8.258748222461994581e-01,1.280145034161657813e+00,-4.687812073398945345e-01,-1.338386716812662858e+00
1.758058710859687276e-02,4.715384003104803323e-01,1.479831434039226901e+00,-5.342914623812694552e-01,-8.821141059456907296e-01
-5.787316720108588441e-01,-1.734465735684876941e-01,5.845168311571509179e-01,-7.676993523641089112e-01,-7.135580900882824151e-01
-1.077493875856796901e+00,-6.960419530708578106e-01,-1.807359134906239451e+00,-1.242154782675389590e+00,8.718575838467960137e-01
5.186597928192564488e-01,9.930830501484680939e-01,1.543733102040540928e+00,-4.989595814641855087e-01,-1.411206315512888665e+00
5.185176251804102243e-01,3.534691868395208880e-01,3.215435952056310692e-02,-1.694057102327965803e+00,7.705988840467942191e-01
-1.946524666795450997e+00,-2.264754619178190431e+00,-1.124305845189695674e+00,2.979220570565416781e-01,3.714625543754066558e-03
4.360711378657354809e-01,9.163455761343216599e-01,1.553354453364850452e+00,-6.159632342266903038e-01,-1.163723820617205806e+00
2.869321338301408231e-01,7.896321181514738552e-02,-9.743892411761742589e-02,-1.374244380619558337e+00,1.181769716298724182e+00
1.652632724452429147e-01,6.044763392052281414e-01,1.304916785676097035e+00,-4.115539756171751051e-01,-1.059576205724528819e+00
-1.574973456639065794e-01,-1.138890331330413008e-01,7.241792667937689554e-02,-1.097064541886043187e+00,9.749077328187197855e-01
