10
4.88889,5.7263,4.66252,2.84704,5.42394,5.68055,4.84468,4.19704,4.24164,4.29776
3.99246,4.04282,2.56046,3.63594,4.28423,3.86274,4.61917,5.731,3.17237,4.41402
3.32998,3.56164,4.54376,4.19847,2.85247,3.87738,1.1637,4.23384,4.57022,2.95791
2.17314,2.98682,3.45562,3.82514,3.28476,3.7546,2.15793,5.40256,3.48863,4.83551
3.53518,4.22686,4.35565,5.11764,1.60753,2.80979,4.76285,2.27794,4.41185,5.35213
5.14456,4.11723,4.35154,4.64053,4.98049,4.53222,4.86629,4.05869,4.76877,3.5677
5.52779,3.16411,5.71568,3.457,4.53397,3.1825,3.86555,4.45621,4.11359,3.23886
3.64539,4.48442,2.76978,3.93469,4.05655,3.99427,3.20682,4.17718,3.71848,4.28534
4.47478,5.96549,4.49131,5.15279,5.15359,3.92771,3.84901,3.73398,5.27903,4.34932
4.18788,4.76474,6.69933,5.26823,4.3541,3.38353,3.29254,4.4297,3.71221,3.87059
3.85421,1.82257,2.55129,3.05865,4.3008,3.60012,2.48499,1.88428,4.41849,4.06717
4.48852,4.40637,4.86872,3.06965,4.3833,4.04737,4.00822,3.42629,4.89135,2.71982
3.52401,2.8526,1.97737,3.22861,3.67678,4.14523,4.42599,2.56436,5.36873,2.74649
2.73935,2.39225,3.38254,5.89589,4.31893,2.87038,2.37954,3.14513,3.50917,5.70815
3.40589,3.22656,2.8863,6.39838,4.50001,3.07532,3.67144,2.56832,2.58691,2.95109
2.55114,4.48407,5.51961,3.4323,4.45572,4.80976,4.60905,3.65594,5.01656,4.18047
4.64427,4.99243,1.87376,4.59577,2.73643,2.66987,3.84164,2.36144,4.68611,5.01268
4.77983,4.00822,2.34616,3.47267,4.08093,3.22243,3.64796,5.21209,4.50919,2.73953
5.10036,3.52554,2.81806,4.24838,2.26537,3.92687,5.28609,3.91974,3.16381,3.65269
4.74719,4.25724,3.09555,5.1725,3.93199,4.13444,4.66945,5.05823,3.87058,1.9811
5.0965,4.72397,3.90944,4.48171,3.2851,4.41023,2.95619,3.37489,4.08467,3.59967
2.12948,5.06186,5.72413,3.44777,4.06588,2.54585,4.26046,4.80054,4.01712,4.34048
5.19246,2.82942,5.23723,5.1058,4.01272,2.9179,4.09861,2.22462,3.90302,4.35444
4.59445,5.91116,5.02539,2.49697,5.09951,5.27983,4.34513,3.46443,4.87683,4.92549
4.48983,3.10419,4.30235,3.46177,3.5126,4.06558,3.50429,5.9801,2.32651,5.40449
3.80173,4.87323,4.58343,4.38624,3.33092,3.09018,2.78809,4.43506,6.02014,3.74766
4.3535,3.04112,3.63827,1.91185,4.89534,3.6619,3.54111,4.09961,3.40257,6.35578
5.42556,4.24076,4.77577,4.47545,6.26556,4.69582,4.65292,2.39159,3.14097,5.75459
3.64865,4.87095,3.91854,4.86066,3.69524,3.76481,4.93422,3.49568,3.13264,4.49846
5.18766,3.13382,3.5279,4.18047,2.77457,4.93683,4.15894,2.27964,2.53707,3.76558
6.73524,3.85731,3.1931,3.85967,5.12527,3.70489,3.50961,5.47925,3.28068,4.77348
3.18324,3.13247,4.96124,3.61571,5.75593,5.62266,5.49696,3.8302,2.72895,4.60648
4.42581,2.28353,4.26691,2.17816,1.2284,3.95091,4.55899,3.74254,3.65265,5.11328
6.32667,5.32717,2.54406,3.78213,3.87281,2.67223,3.74581,3.9124,4.15909,4.19115
4.13341,4.69469,4.10905,4.98131,5.3083,4.25918,3.08776,3.78712,4.19227,3.9112
4.32447,3.08558,5.2278,6.47223,4.36987,3.5219,3.82769,3.49311,4.10288,3.89797
4.81164,3.97301,6.13903,4.22467,2.13839,4.38357,3.28183,3.35635,3.85201,4.15944
5.65333,2.25458,3.12921,3.87507,4.67608,3.92337,3.66371,2.84016,2.4037,4.12604
4.76364,3.91033,4.41637,5.11129,3.37166,4.8178,3.30444,5.06527,3.05062,2.81256
4.63136,3.08799,3.16754,3.86471,3.82679,4.19878,4.00697,3.8297,3.07836,4.08062
4.01272,3.27754,4.12192,3.31427,4.48447,2.94093,3.89853,2.7522,5.84343,3.33801
2.84541,1.50767,3.36227,4.77447,5.12746,4.84493,3.9752,5.05953,4.00621,3.58475
3.8843,5.81831,2.90405,4.50319,3.38758,4.26845,3.16765,3.41428,4.88957,3.82616
2.81086,3.29851,3.53397,5.24018,3.11722,4.5885,3.26663,3.80571,3.45953,2.86438
4.03895,5.39561,3.51858,3.11582,3.38031,3.77375,4.53353,4.78456,4.33447,3.88432
1.70947,4.68171,2.79842,2.53888,3.77762,2.74038,5.46277,1.65967,3.24817,3.55919
3.71364,3.61221,5.14554,4.52837,5.44757,2.53103,5.45599,4.69878,4.06099,3.72879
2.37346,4.26193,3.57043,3.12203,4.2444,4.18378,4.02964,2.65684,2.41862,4.21273
5.69873,3.40782,5.30788,4.90978,4.03952,4.19042,2.79711,5.24706,4.96907,4.18118
4.84506,4.47369,5.15937,3.51792,2.61761,5.4751,4.57714,3.60738,3.13139,4.7626
4.30442,3.9456,5.11574,3.84541,5.7661,3.3411,3.54524,3.92231,3.21677,3.97569
1.58928,4.35376,3.87082,3.59683,4.33249,2.73146,3.6471,4.3926,3.68572,4.27636
5.79641,4.0278,3.94755,3.35522,4.61657,3.0513,4.70724,4.53523,4.87215,5.38361
4.83714,3.51788,4.40786,4.18513,5.49951,5.02171,3.24958,3.95733,4.77803,3.58695
3.57772,3.80457,2.02403,0.924766,4.69949,4.95175,4.65484,3.2972,3.3728,3.73217
4.27188,4.04654,4.8092,5.6233,3.23062,1.3738,4.83001,3.91183,3.38138,4.83552
5.27919,3.0548,4.81678,4.90522,3.25658,1.42847,3.41285,2.84652,4.95603,4.09578
4.79339,4.54222,5.27748,4.44072,3.12422,2.812,4.87415,3.94396,3.81694,4.37921
6.16972,2.29041,3.86866,4.17843,4.13763,1.95533,4.08639,4.24964,4.9782,5.214
3.9681,5.06536,4.3897,4.89246,3.73144,3.31245,3.48799,3.7128,3.59359,3.50002
4.79268,5.09535,3.92933,5.36785,2.16998,3.24866,6.46663,3.93572,4.52622,3.17576
4.82381,4.19341,4.09957,4.05266,3.96753,3.56969,4.99734,4.06803,3.88311,3.55785
2.73045,2.99595,4.61874,5.71893,3.49037,2.80497,5.07656,4.21732,5.55841,4.61985
3.1547,4.96361,4.43146,3.45793,2.97379,3.16376,5.01093,3.74116,3.20555,3.72523
2.9387,4.17874,3.64783,2.54412,3.57874,3.41214,3.35105,3.08451,3.287,4.64964
3.21473,4.42057,4.24255,7.32007,5.05446,2.00523,1.77836,4.75327,3.86457,4.72545
3.66145,3.04991,4.76432,5.31192,4.3771,5.07145,3.94426,3.77322,2.97148,2.89131
4.01074,3.89998,3.95951,3.45403,3.63091,4.51204,3.69349,3.70297,3.6111,4.12072
4.17682,3.81009,4.49469,2.91941,4.83043,3.25384,5.46114,4.51486,1.44973,2.78514
2.51562,3.04102,2.86538,4.92386,6.05372,2.4828,4.51204,4.56019,4.10039,3.38143
1.2743,4.99492,2.32295,5.87182,3.05225,4.20015,3.70577,4.57205,3.60612,4.49693
1.42039,3.37876,3.15266,4.27438,3.10508,3.35529,5.52256,3.61377,5.61087,4.85684
6.07689,4.92645,6.33264,1.42851,4.86758,4.42097,3.97638,4.88732,1.91214,5.12154
4.53469,2.67107,3.24091,4.36557,5.52334,3.57023,5.44861,3.38957,5.02083,4.317
3.08563,2.83483,3.16448,4.53419,4.18866,4.29392,3.20483,5.05025,4.42953,3.51604
4.67926,5.44024,3.20779,3.65967,5.40596,3.26033,4.58276,2.98077,5.28581,3.20216
2.44,4.74021,4.09165,4.70837,3.20626,6.01751,3.23282,2.44832,5.94709,4.99294
4.53321,4.66846,4.72541,3.34026,4.67973,5.48433,3.43567,4.16162,4.21048,5.41439
5.02552,4.13369,2.82435,3.58373,6.467,3.83983,3.96649,4.61815,3.83966,4.53732
3.34754,5.61981,4.61245,5.83954,3.64821,4.38367,2.34104,4.46144,3.37917,3.44719
4.10485,4.36037,4.39825,2.22521,2.25869,4.56707,3.9572,6.83303,3.31278,3.04416
2.89114,5.83021,3.31277,3.91114,3.82258,2.07557,4.61364,3.82372,2.8939,3.91338
3.1401,4.5152,1.67102,3.83726,0.321263,4.12732,5.97456,4.15484,4.14609,2.34703
1.17586,3.13086,3.86647,4.15044,4.5308,5.64257,3.22134,3.94065,5.46117,3.7806
